,predicted_price,current_price,price_delta,pct_change,action
127,368.87,369.0,-0.13,-0.04,decrease
128,379.0,379.0,0.0,0.0,hold
129,389.0,389.0,0.0,0.0,hold
130,399.07,399.0,0.07,0.02,increase
131,408.87,409.0,-0.13,-0.03,decrease
132,419.13,419.0,0.13,0.03,increase
133,428.87,429.0,-0.13,-0.03,decrease
134,438.73,439.0,-0.27,-0.06,decrease
135,449.07,449.0,0.07,0.01,increase
136,458.87,459.0,-0.13,-0.03,decrease
137,469.0,469.0,0.0,0.0,hold
138,479.0,479.0,0.0,0.0,hold
139,489.0,489.0,0.0,0.0,hold
140,499.07,499.0,0.07,0.01,increase
141,509.0,509.0,0.0,0.0,hold
142,519.0,519.0,0.0,0.0,hold
143,529.0,529.0,0.0,0.0,hold
144,538.93,539.0,-0.07,-0.01,decrease
145,548.93,549.0,-0.07,-0.01,decrease
146,558.87,559.0,-0.13,-0.02,decrease
147,569.0,569.0,0.0,0.0,hold
148,578.93,579.0,-0.07,-0.01,decrease
149,589.0,589.0,0.0,0.0,hold
150,99.0,99.0,0.0,0.0,hold
151,109.0,109.0,0.0,0.0,hold
152,119.0,119.0,0.0,0.0,hold
153,129.0,129.0,0.0,0.0,hold
154,139.13,139.0,0.13,0.1,increase
155,148.87,149.0,-0.13,-0.09,decrease
156,159.07,159.0,0.07,0.04,increase
157,169.0,169.0,0.0,0.0,hold
158,179.0,179.0,0.0,0.0,hold
159,189.07,189.0,0.07,0.04,increase
160,199.07,199.0,0.07,0.03,increase
161,208.8,209.0,-0.2,-0.1,decrease
162,219.13,219.0,0.13,0.06,increase
163,229.13,229.0,0.13,0.06,increase
164,239.07,239.0,0.07,0.03,increase
165,249.13,249.0,0.13,0.05,increase
166,259.07,259.0,0.07,0.03,increase
167,268.93,269.0,-0.07,-0.02,decrease
168,279.07,279.0,0.07,0.02,increase
169,289.0,289.0,0.0,0.0,hold
170,299.07,299.0,0.07,0.02,increase
171,308.93,309.0,-0.07,-0.02,decrease
172,319.4,319.0,0.4,0.13,increase
173,329.07,329.0,0.07,0.02,increase
174,339.07,339.0,0.07,0.02,increase
175,349.27,349.0,0.27,0.08,increase
176,359.13,359.0,0.13,0.04,increase
177,369.53,369.0,0.53,0.14,increase
178,379.07,379.0,0.07,0.02,increase
179,389.0,389.0,0.0,0.0,hold
180,399.4,399.0,0.4,0.1,increase
181,409.07,409.0,0.07,0.02,increase
182,419.33,419.0,0.33,0.08,increase
183,429.0,429.0,0.0,0.0,hold
184,438.93,439.0,-0.07,-0.02,decrease
185,449.0,449.0,0.0,0.0,hold
186,459.0,459.0,0.0,0.0,hold
187,469.0,469.0,0.0,0.0,hold
188,479.07,479.0,0.07,0.01,increase
189,489.0,489.0,0.0,0.0,hold
190,498.87,499.0,-0.13,-0.03,decrease
191,509.07,509.0,0.07,0.01,increase
192,519.0,519.0,0.0,0.0,hold
193,529.13,529.0,0.13,0.03,increase
194,539.67,539.0,0.67,0.12,increase
195,549.07,549.0,0.07,0.01,increase
196,558.87,559.0,-0.13,-0.02,decrease
197,569.2,569.0,0.2,0.04,increase
198,579.0,579.0,0.0,0.0,hold
199,589.0,589.0,0.0,0.0,hold
200,99.0,99.0,0.0,0.0,hold
201,108.93,109.0,-0.07,-0.06,decrease
202,118.93,119.0,-0.07,-0.06,decrease
203,129.07,129.0,0.07,0.05,increase
204,139.0,139.0,0.0,0.0,hold
205,148.87,149.0,-0.13,-0.09,decrease
206,158.93,159.0,-0.07,-0.04,decrease
207,169.0,169.0,0.0,0.0,hold
208,178.93,179.0,-0.07,-0.04,decrease
209,189.47,189.0,0.47,0.25,increase
210,199.0,199.0,0.0,0.0,hold
211,208.6,209.0,-0.4,-0.19,decrease
212,219.0,219.0,0.0,0.0,hold
213,229.0,229.0,0.0,0.0,hold
214,238.87,239.0,-0.13,-0.06,decrease
215,248.93,249.0,-0.07,-0.03,decrease
216,258.93,259.0,-0.07,-0.03,decrease
217,269.0,269.0,0.0,0.0,hold
218,279.07,279.0,0.07,0.02,increase
219,289.0,289.0,0.0,0.0,hold
220,299.0,299.0,0.0,0.0,hold
221,308.93,309.0,-0.07,-0.02,decrease
222,319.13,319.0,0.13,0.04,increase
223,329.0,329.0,0.0,0.0,hold
224,339.2,339.0,0.2,0.06,increase
225,349.0,349.0,0.0,0.0,hold
226,359.13,359.0,0.13,0.04,increase
227,369.0,369.0,0.0,0.0,hold
228,379.0,379.0,0.0,0.0,hold
229,389.0,389.0,0.0,0.0,hold
230,399.0,399.0,0.0,0.0,hold
231,408.87,409.0,-0.13,-0.03,decrease
232,419.0,419.0,0.0,0.0,hold
233,428.93,429.0,-0.07,-0.02,decrease
234,438.93,439.0,-0.07,-0.02,decrease
235,449.07,449.0,0.07,0.01,increase
236,458.87,459.0,-0.13,-0.03,decrease
237,469.0,469.0,0.0,0.0,hold
238,479.0,479.0,0.0,0.0,hold
239,489.0,489.0,0.0,0.0,hold
240,499.13,499.0,0.13,0.03,increase
241,509.0,509.0,0.0,0.0,hold
242,518.93,519.0,-0.07,-0.01,decrease
243,529.0,529.0,0.0,0.0,hold
244,538.93,539.0,-0.07,-0.01,decrease
245,548.93,549.0,-0.07,-0.01,decrease
246,558.87,559.0,-0.13,-0.02,decrease
247,568.93,569.0,-0.07,-0.01,decrease
248,578.87,579.0,-0.13,-0.02,decrease
249,589.0,589.0,0.0,0.0,hold
250,99.0,99.0,0.0,0.0,hold
251,109.0,109.0,0.0,0.0,hold
252,119.0,119.0,0.0,0.0,hold
253,129.0,129.0,0.0,0.0,hold
254,139.13,139.0,0.13,0.1,increase
255,148.87,149.0,-0.13,-0.09,decrease
256,159.07,159.0,0.07,0.04,increase
257,169.0,169.0,0.0,0.0,hold
258,179.0,179.0,0.0,0.0,hold
259,189.0,189.0,0.0,0.0,hold
260,199.0,199.0,0.0,0.0,hold
261,208.8,209.0,-0.2,-0.1,decrease
262,219.27,219.0,0.27,0.12,increase
263,229.13,229.0,0.13,0.06,increase
264,239.07,239.0,0.07,0.03,increase
265,249.13,249.0,0.13,0.05,increase
266,259.07,259.0,0.07,0.03,increase
267,269.0,269.0,0.0,0.0,hold
268,279.13,279.0,0.13,0.05,increase
269,289.0,289.0,0.0,0.0,hold
270,299.07,299.0,0.07,0.02,increase
271,309.0,309.0,0.0,0.0,hold
272,319.33,319.0,0.33,0.1,increase
273,329.13,329.0,0.13,0.04,increase
274,339.13,339.0,0.13,0.04,increase
275,349.27,349.0,0.27,0.08,increase
276,359.13,359.0,0.13,0.04,increase
277,369.53,369.0,0.53,0.14,increase
278,379.07,379.0,0.07,0.02,increase
279,389.0,389.0,0.0,0.0,hold
280,399.33,399.0,0.33,0.08,increase
281,409.0,409.0,0.0,0.0,hold
282,419.27,419.0,0.27,0.06,increase
283,428.93,429.0,-0.07,-0.02,decrease
284,439.07,439.0,0.07,0.02,increase
285,449.0,449.0,0.0,0.0,hold
286,459.0,459.0,0.0,0.0,hold
287,469.0,469.0,0.0,0.0,hold
288,479.07,479.0,0.07,0.01,increase
289,489.0,489.0,0.0,0.0,hold
290,498.87,499.0,-0.13,-0.03,decrease
291,509.13,509.0,0.13,0.03,increase
292,519.07,519.0,0.07,0.01,increase
293,529.13,529.0,0.13,0.03,increase
294,539.67,539.0,0.67,0.12,increase
295,549.07,549.0,0.07,0.01,increase
296,558.87,559.0,-0.13,-0.02,decrease
297,569.13,569.0,0.13,0.02,increase
298,579.0,579.0,0.0,0.0,hold
299,589.0,589.0,0.0,0.0,hold
300,99.0,99.0,0.0,0.0,hold
301,108.93,109.0,-0.07,-0.06,decrease
302,118.93,119.0,-0.07,-0.06,decrease
303,129.0,129.0,0.0,0.0,hold
304,139.0,139.0,0.0,0.0,hold
305,149.0,149.0,0.0,0.0,hold
306,159.0,159.0,0.0,0.0,hold
307,169.0,169.0,0.0,0.0,hold
308,178.93,179.0,-0.07,-0.04,decrease
309,189.47,189.0,0.47,0.25,increase
310,199.0,199.0,0.0,0.0,hold
311,208.53,209.0,-0.47,-0.22,decrease
312,218.87,219.0,-0.13,-0.06,decrease
313,229.0,229.0,0.0,0.0,hold
314,238.93,239.0,-0.07,-0.03,decrease
315,249.0,249.0,0.0,0.0,hold
316,258.87,259.0,-0.13,-0.05,decrease
317,268.93,269.0,-0.07,-0.02,decrease
318,279.0,279.0,0.0,0.0,hold
319,289.0,289.0,0.0,0.0,hold
320,298.93,299.0,-0.07,-0.02,decrease
321,308.73,309.0,-0.27,-0.09,decrease
322,319.0,319.0,0.0,0.0,hold
323,328.73,329.0,-0.27,-0.08,decrease
324,339.07,339.0,0.07,0.02,increase
325,348.93,349.0,-0.07,-0.02,decrease
326,358.93,359.0,-0.07,-0.02,decrease
327,368.93,369.0,-0.07,-0.02,decrease
328,379.0,379.0,0.0,0.0,hold
329,389.0,389.0,0.0,0.0,hold
330,399.07,399.0,0.07,0.02,increase
331,408.87,409.0,-0.13,-0.03,decrease
332,419.13,419.0,0.13,0.03,increase
333,428.8,429.0,-0.2,-0.05,decrease
334,438.73,439.0,-0.27,-0.06,decrease
335,449.07,449.0,0.07,0.01,increase
336,458.87,459.0,-0.13,-0.03,decrease
337,469.0,469.0,0.0,0.0,hold
338,479.0,479.0,0.0,0.0,hold
339,489.0,489.0,0.0,0.0,hold
340,499.0,499.0,0.0,0.0,hold
341,509.0,509.0,0.0,0.0,hold
342,519.0,519.0,0.0,0.0,hold
343,529.0,529.0,0.0,0.0,hold
344,538.93,539.0,-0.07,-0.01,decrease
345,548.93,549.0,-0.07,-0.01,decrease
346,558.87,559.0,-0.13,-0.02,decrease
347,569.0,569.0,0.0,0.0,hold
348,578.93,579.0,-0.07,-0.01,decrease
349,589.0,589.0,0.0,0.0,hold
350,99.0,99.0,0.0,0.0,hold
351,109.0,109.0,0.0,0.0,hold
352,119.0,119.0,0.0,0.0,hold
353,129.07,129.0,0.07,0.05,increase
354,139.07,139.0,0.07,0.05,increase
355,148.87,149.0,-0.13,-0.09,decrease
356,159.07,159.0,0.07,0.04,increase
357,169.0,169.0,0.0,0.0,hold
358,179.07,179.0,0.07,0.04,increase
359,189.0,189.0,0.0,0.0,hold
360,199.07,199.0,0.07,0.03,increase
361,208.8,209.0,-0.2,-0.1,decrease
362,219.13,219.0,0.13,0.06,increase
363,229.13,229.0,0.13,0.06,increase
364,239.07,239.0,0.07,0.03,increase
365,249.13,249.0,0.13,0.05,increase
366,259.07,259.0,0.07,0.03,increase
367,268.93,269.0,-0.07,-0.02,decrease
368,279.07,279.0,0.07,0.02,increase
369,289.0,289.0,0.0,0.0,hold
370,299.07,299.0,0.07,0.02,increase
371,308.93,309.0,-0.07,-0.02,decrease
372,319.33,319.0,0.33,0.1,increase
373,329.0,329.0,0.0,0.0,hold
374,339.07,339.0,0.07,0.02,increase
375,349.27,349.0,0.27,0.08,increase
376,359.07,359.0,0.07,0.02,increase
377,369.47,369.0,0.47,0.13,increase
378,379.07,379.0,0.07,0.02,increase
379,389.0,389.0,0.0,0.0,hold
380,399.33,399.0,0.33,0.08,increase
381,409.0,409.0,0.0,0.0,hold
382,419.33,419.0,0.33,0.08,increase
383,429.0,429.0,0.0,0.0,hold
384,438.93,439.0,-0.07,-0.02,decrease
385,448.93,449.0,-0.07,-0.01,decrease
386,458.93,459.0,-0.07,-0.01,decrease
387,469.0,469.0,0.0,0.0,hold
388,479.07,479.0,0.07,0.01,increase
389,489.0,489.0,0.0,0.0,hold
390,498.8,499.0,-0.2,-0.04,decrease
391,509.07,509.0,0.07,0.01,increase
392,519.07,519.0,0.07,0.01,increase
393,529.13,529.0,0.13,0.03,increase
394,539.67,539.0,0.67,0.12,increase
395,549.07,549.0,0.07,0.01,increase
396,558.87,559.0,-0.13,-0.02,decrease
397,569.2,569.0,0.2,0.04,increase
398,579.0,579.0,0.0,0.0,hold
399,589.0,589.0,0.0,0.0,hold
400,99.0,99.0,0.0,0.0,hold
401,108.93,109.0,-0.07,-0.06,decrease
402,118.93,119.0,-0.07,-0.06,decrease
403,129.13,129.0,0.13,0.1,increase
404,139.0,139.0,0.0,0.0,hold
405,148.8,149.0,-0.2,-0.13,decrease
406,158.93,159.0,-0.07,-0.04,decrease
407,169.0,169.0,0.0,0.0,hold
408,179.0,179.0,0.0,0.0,hold
409,189.53,189.0,0.53,0.28,increase
410,199.07,199.0,0.07,0.03,increase
411,208.73,209.0,-0.27,-0.13,decrease
412,219.0,219.0,0.0,0.0,hold
413,229.0,229.0,0.0,0.0,hold
414,238.87,239.0,-0.13,-0.06,decrease
415,248.93,249.0,-0.07,-0.03,decrease
416,258.93,259.0,-0.07,-0.03,decrease
417,269.0,269.0,0.0,0.0,hold
418,279.07,279.0,0.07,0.02,increase
419,289.0,289.0,0.0,0.0,hold
420,299.0,299.0,0.0,0.0,hold
421,308.93,309.0,-0.07,-0.02,decrease
422,319.07,319.0,0.07,0.02,increase
423,328.93,329.0,-0.07,-0.02,decrease
424,339.2,339.0,0.2,0.06,increase
425,349.0,349.0,0.0,0.0,hold
426,359.07,359.0,0.07,0.02,increase
427,368.93,369.0,-0.07,-0.02,decrease
428,379.0,379.0,0.0,0.0,hold
429,389.0,389.0,0.0,0.0,hold
430,399.0,399.0,0.0,0.0,hold
431,408.87,409.0,-0.13,-0.03,decrease
432,419.07,419.0,0.07,0.02,increase
433,429.0,429.0,0.0,0.0,hold
434,438.93,439.0,-0.07,-0.02,decrease
435,449.07,449.0,0.07,0.01,increase
436,458.87,459.0,-0.13,-0.03,decrease
437,469.0,469.0,0.0,0.0,hold
438,479.0,479.0,0.0,0.0,hold
439,489.0,489.0,0.0,0.0,hold
440,499.13,499.0,0.13,0.03,increase
441,509.0,509.0,0.0,0.0,hold
442,519.0,519.0,0.0,0.0,hold
443,529.07,529.0,0.07,0.01,increase
444,538.93,539.0,-0.07,-0.01,decrease
445,548.93,549.0,-0.07,-0.01,decrease
446,558.87,559.0,-0.13,-0.02,decrease
447,568.93,569.0,-0.07,-0.01,decrease
448,578.87,579.0,-0.13,-0.02,decrease
449,589.0,589.0,0.0,0.0,hold
450,99.0,99.0,0.0,0.0,hold
451,109.0,109.0,0.0,0.0,hold
452,119.0,119.0,0.0,0.0,hold
453,129.0,129.0,0.0,0.0,hold
454,139.13,139.0,0.13,0.1,increase
455,148.8,149.0,-0.2,-0.13,decrease
456,159.07,159.0,0.07,0.04,increase
457,169.0,169.0,0.0,0.0,hold
458,179.0,179.0,0.0,0.0,hold
459,189.07,189.0,0.07,0.04,increase
460,199.0,199.0,0.0,0.0,hold
461,208.8,209.0,-0.2,-0.1,decrease
462,219.27,219.0,0.27,0.12,increase
463,229.13,229.0,0.13,0.06,increase
464,239.07,239.0,0.07,0.03,increase
465,249.13,249.0,0.13,0.05,increase
466,259.07,259.0,0.07,0.03,increase
467,269.0,269.0,0.0,0.0,hold
468,279.13,279.0,0.13,0.05,increase
469,289.0,289.0,0.0,0.0,hold
470,299.07,299.0,0.07,0.02,increase
471,309.0,309.0,0.0,0.0,hold
472,319.4,319.0,0.4,0.13,increase
473,329.07,329.0,0.07,0.02,increase
474,339.13,339.0,0.13,0.04,increase
475,349.27,349.0,0.27,0.08,increase
476,359.13,359.0,0.13,0.04,increase
477,369.53,369.0,0.53,0.14,increase
478,379.07,379.0,0.07,0.02,increase
479,389.0,389.0,0.0,0.0,hold
480,399.4,399.0,0.4,0.1,increase
481,409.07,409.0,0.07,0.02,increase
482,419.33,419.0,0.33,0.08,increase
483,429.0,429.0,0.0,0.0,hold
484,439.07,439.0,0.07,0.02,increase
485,449.07,449.0,0.07,0.01,increase
486,459.07,459.0,0.07,0.01,increase
487,469.0,469.0,0.0,0.0,hold
488,479.07,479.0,0.07,0.01,increase
489,489.0,489.0,0.0,0.0,hold
490,498.93,499.0,-0.07,-0.01,decrease
491,509.13,509.0,0.13,0.03,increase
492,519.0,519.0,0.0,0.0,hold
493,529.13,529.0,0.13,0.03,increase
494,539.67,539.0,0.67,0.12,increase
495,549.07,549.0,0.07,0.01,increase
496,558.87,559.0,-0.13,-0.02,decrease
497,569.13,569.0,0.13,0.02,increase
498,579.0,579.0,0.0,0.0,hold
499,589.0,589.0,0.0,0.0,hold
