,predicted_price,current_price,price_delta,pct_change,action
362,380.8,380,0.8,0.21,increase
363,710.73,710,0.73,0.1,increase
364,464.37,465,-0.63,-0.14,decrease
365,464.37,465,-0.63,-0.14,decrease
366,469.43,470,-0.57,-0.12,decrease
367,476.33,475,1.33,0.28,increase
368,379.83,380,-0.17,-0.04,decrease
369,379.83,380,-0.17,-0.04,decrease
370,384.77,385,-0.23,-0.06,decrease
371,373.53,375,-1.47,-0.39,decrease
372,384.77,385,-0.23,-0.06,decrease
373,309.07,310,-0.93,-0.3,decrease
374,309.07,310,-0.93,-0.3,decrease
375,319.47,320,-0.53,-0.17,decrease
376,303.77,305,-1.23,-0.4,decrease
377,565.07,570,-4.93,-0.87,decrease
378,455.03,455,0.03,0.01,increase
379,455.03,455,0.03,0.01,increase
380,460.3,460,0.3,0.07,increase
381,465.33,465,0.33,0.07,increase
382,370.0,370,0.0,0.0,hold
383,370.0,370,0.0,0.0,hold
384,375.13,375,0.13,0.04,increase
385,365.07,365,0.07,0.02,increase
386,375.13,375,0.13,0.04,increase
387,305.03,305,0.03,0.01,increase
388,305.03,305,0.03,0.01,increase
389,310.67,310,0.67,0.22,increase
390,300.23,300,0.23,0.08,increase
391,555.0,555,0.0,0.0,hold
392,455.07,455,0.07,0.01,increase
393,455.07,455,0.07,0.01,increase
394,460.2,460,0.2,0.04,increase
395,465.1,465,0.1,0.02,increase
396,370.0,370,0.0,0.0,hold
397,370.0,370,0.0,0.0,hold
398,375.0,375,0.0,0.0,hold
399,365.1,365,0.1,0.03,increase
400,375.0,375,0.0,0.0,hold
401,305.03,305,0.03,0.01,increase
402,305.03,305,0.03,0.01,increase
403,310.07,310,0.07,0.02,increase
404,300.17,300,0.17,0.06,increase
405,555.0,555,0.0,0.0,hold
406,455.03,455,0.03,0.01,increase
407,455.03,455,0.03,0.01,increase
408,460.07,460,0.07,0.01,increase
409,464.93,465,-0.07,-0.01,decrease
410,370.0,370,0.0,0.0,hold
411,370.0,370,0.0,0.0,hold
412,375.0,375,0.0,0.0,hold
413,365.07,365,0.07,0.02,increase
414,375.0,375,0.0,0.0,hold
415,305.0,305,0.0,0.0,hold
416,305.0,305,0.0,0.0,hold
417,310.07,310,0.07,0.02,increase
418,300.07,300,0.07,0.02,increase
419,555.0,555,0.0,0.0,hold
420,455.37,455,0.37,0.08,increase
421,455.37,455,0.37,0.08,increase
422,460.37,460,0.37,0.08,increase
423,465.27,465,0.27,0.06,increase
424,370.0,370,0.0,0.0,hold
425,370.0,370,0.0,0.0,hold
426,375.0,375,0.0,0.0,hold
427,365.07,365,0.07,0.02,increase
428,375.0,375,0.0,0.0,hold
429,305.0,305,0.0,0.0,hold
430,305.0,305,0.0,0.0,hold
431,310.0,310,0.0,0.0,hold
432,300.03,300,0.03,0.01,increase
433,555.0,555,0.0,0.0,hold
434,629.87,625,4.87,0.78,increase
435,629.87,625,4.87,0.78,increase
436,636.0,635,1.0,0.16,increase
437,640.0,640,0.0,0.0,hold
438,512.7,510,2.7,0.53,increase
439,512.7,510,2.7,0.53,increase
440,515.1,515,0.1,0.02,increase
441,489.57,500,-10.43,-2.09,decrease
442,515.1,515,0.1,0.02,increase
443,419.3,420,-0.7,-0.17,decrease
444,419.3,420,-0.7,-0.17,decrease
445,427.97,425,2.97,0.7,increase
446,412.1,410,2.1,0.51,increase
447,777.6,765,12.6,1.65,increase
448,565.0,565,0.0,0.0,hold
449,565.0,565,0.0,0.0,hold
450,569.63,570,-0.37,-0.06,decrease
451,572.63,575,-2.37,-0.41,decrease
452,456.37,455,1.37,0.3,increase
453,456.37,455,1.37,0.3,increase
454,464.23,465,-0.77,-0.16,decrease
455,450.7,450,0.7,0.16,increase
456,464.23,465,-0.77,-0.16,decrease
457,374.8,375,-0.2,-0.05,decrease
458,374.8,375,-0.2,-0.05,decrease
459,384.0,385,-1.0,-0.26,decrease
460,370.57,370,0.57,0.15,increase
461,689.57,690,-0.43,-0.06,decrease
462,455.0,455,0.0,0.0,hold
463,455.0,455,0.0,0.0,hold
464,459.9,460,-0.1,-0.02,decrease
465,464.97,465,-0.03,-0.01,decrease
466,370.0,370,0.0,0.0,hold
467,370.0,370,0.0,0.0,hold
468,375.0,375,0.0,0.0,hold
469,365.07,365,0.07,0.02,increase
470,375.0,375,0.0,0.0,hold
471,305.0,305,0.0,0.0,hold
472,305.0,305,0.0,0.0,hold
473,310.0,310,0.0,0.0,hold
474,300.03,300,0.03,0.01,increase
475,555.0,555,0.0,0.0,hold
476,455.0,455,0.0,0.0,hold
477,455.0,455,0.0,0.0,hold
478,459.87,460,-0.13,-0.03,decrease
479,464.93,465,-0.07,-0.01,decrease
480,370.0,370,0.0,0.0,hold
481,370.0,370,0.0,0.0,hold
482,375.0,375,0.0,0.0,hold
483,365.03,365,0.03,0.01,increase
484,375.0,375,0.0,0.0,hold
485,305.0,305,0.0,0.0,hold
486,305.0,305,0.0,0.0,hold
487,310.0,310,0.0,0.0,hold
488,300.03,300,0.03,0.01,increase
489,555.0,555,0.0,0.0,hold
490,455.27,455,0.27,0.06,increase
491,455.27,455,0.27,0.06,increase
492,460.53,460,0.53,0.12,increase
493,469.03,465,4.03,0.87,increase
494,370.57,370,0.57,0.15,increase
495,370.57,370,0.57,0.15,increase
496,374.97,375,-0.03,-0.01,decrease
497,365.67,365,0.67,0.18,increase
498,374.97,375,-0.03,-0.01,decrease
499,305.1,305,0.1,0.03,increase
500,305.1,305,0.1,0.03,increase
501,310.6,310,0.6,0.19,increase
502,300.43,300,0.43,0.14,increase
503,555.0,555,0.0,0.0,hold
504,455.0,455,0.0,0.0,hold
505,455.0,455,0.0,0.0,hold
506,460.1,460,0.1,0.02,increase
507,465.0,465,0.0,0.0,hold
508,370.0,370,0.0,0.0,hold
509,370.0,370,0.0,0.0,hold
510,375.0,375,0.0,0.0,hold
511,365.07,365,0.07,0.02,increase
512,375.0,375,0.0,0.0,hold
513,305.0,305,0.0,0.0,hold
514,305.0,305,0.0,0.0,hold
515,310.0,310,0.0,0.0,hold
516,300.0,300,0.0,0.0,hold
517,555.0,555,0.0,0.0,hold
518,455.83,455,0.83,0.18,increase
519,455.83,455,0.83,0.18,increase
520,459.23,460,-0.77,-0.17,decrease
521,463.4,465,-1.6,-0.34,decrease
522,369.27,370,-0.73,-0.2,decrease
523,369.27,370,-0.73,-0.2,decrease
524,373.37,375,-1.63,-0.44,decrease
525,365.27,365,0.27,0.07,increase
526,373.37,375,-1.63,-0.44,decrease
527,303.67,305,-1.33,-0.44,decrease
528,303.67,305,-1.33,-0.44,decrease
529,305.23,310,-4.77,-1.54,decrease
530,300.03,300,0.03,0.01,increase
531,555.0,555,0.0,0.0,hold
532,519.7,520,-0.3,-0.06,decrease
533,519.7,520,-0.3,-0.06,decrease
534,531.13,530,1.13,0.21,increase
535,534.03,535,-0.97,-0.18,decrease
536,424.13,425,-0.87,-0.2,decrease
537,424.13,425,-0.87,-0.2,decrease
538,430.43,430,0.43,0.1,increase
539,416.4,415,1.4,0.34,increase
540,430.43,430,0.43,0.1,increase
541,350.33,350,0.33,0.1,increase
542,350.33,350,0.33,0.1,increase
543,353.07,355,-1.93,-0.54,decrease
544,346.47,345,1.47,0.43,increase
545,644.07,640,4.07,0.64,increase
546,565.1,565,0.1,0.02,increase
547,565.1,565,0.1,0.02,increase
548,568.83,570,-1.17,-0.2,decrease
549,570.77,575,-4.23,-0.74,decrease
550,455.1,455,0.1,0.02,increase
551,455.1,455,0.1,0.02,increase
552,463.5,465,-1.5,-0.32,decrease
553,450.0,450,0.0,0.0,hold
554,463.5,465,-1.5,-0.32,decrease
555,375.03,375,0.03,0.01,increase
556,375.03,375,0.03,0.01,increase
557,382.0,385,-3.0,-0.78,decrease
558,372.33,370,2.33,0.63,increase
559,689.83,690,-0.17,-0.02,decrease
560,455.13,455,0.13,0.03,increase
561,455.13,455,0.13,0.03,increase
562,460.47,460,0.47,0.1,increase
563,466.7,465,1.7,0.37,increase
564,370.03,370,0.03,0.01,increase
565,370.03,370,0.03,0.01,increase
566,375.0,375,0.0,0.0,hold
567,365.13,365,0.13,0.04,increase
568,375.0,375,0.0,0.0,hold
569,305.0,305,0.0,0.0,hold
570,305.0,305,0.0,0.0,hold
571,310.0,310,0.0,0.0,hold
572,300.23,300,0.23,0.08,increase
573,555.0,555,0.0,0.0,hold
574,455.0,455,0.0,0.0,hold
575,455.0,455,0.0,0.0,hold
576,460.0,460,0.0,0.0,hold
577,465.0,465,0.0,0.0,hold
578,370.0,370,0.0,0.0,hold
579,370.0,370,0.0,0.0,hold
580,375.0,375,0.0,0.0,hold
581,365.03,365,0.03,0.01,increase
582,375.0,375,0.0,0.0,hold
583,305.0,305,0.0,0.0,hold
584,305.0,305,0.0,0.0,hold
585,310.0,310,0.0,0.0,hold
586,300.0,300,0.0,0.0,hold
587,555.0,555,0.0,0.0,hold
588,455.0,455,0.0,0.0,hold
589,455.0,455,0.0,0.0,hold
590,459.97,460,-0.03,-0.01,decrease
591,464.93,465,-0.07,-0.01,decrease
592,370.0,370,0.0,0.0,hold
593,370.0,370,0.0,0.0,hold
594,375.0,375,0.0,0.0,hold
595,365.03,365,0.03,0.01,increase
596,375.0,375,0.0,0.0,hold
597,305.0,305,0.0,0.0,hold
598,305.0,305,0.0,0.0,hold
599,310.0,310,0.0,0.0,hold
600,300.0,300,0.0,0.0,hold
601,555.0,555,0.0,0.0,hold
602,510.53,510,0.53,0.1,increase
603,510.53,510,0.53,0.1,increase
604,522.2,515,7.2,1.4,increase
605,534.33,520,14.33,2.76,increase
606,416.2,415,1.2,0.29,increase
607,416.2,415,1.2,0.29,increase
608,421.63,420,1.63,0.39,increase
609,411.07,410,1.07,0.26,increase
610,421.63,420,1.63,0.39,increase
611,341.57,340,1.57,0.46,increase
612,341.57,340,1.57,0.46,increase
613,348.23,350,-1.77,-0.5,decrease
614,340.33,335,5.33,1.59,increase
615,627.6,625,2.6,0.42,increase
616,510.33,510,0.33,0.07,increase
617,510.33,510,0.33,0.07,increase
618,515.9,515,0.9,0.17,increase
619,528.03,520,8.03,1.54,increase
620,416.03,415,1.03,0.25,increase
621,416.03,415,1.03,0.25,increase
622,419.7,420,-0.3,-0.07,decrease
623,410.93,410,0.93,0.23,increase
624,419.7,420,-0.3,-0.07,decrease
625,340.27,340,0.27,0.08,increase
626,340.27,340,0.27,0.08,increase
627,349.87,350,-0.13,-0.04,decrease
628,340.33,335,5.33,1.59,increase
629,627.6,625,2.6,0.42,increase
630,650.17,650,0.17,0.03,increase
631,650.17,650,0.17,0.03,increase
632,659.2,660,-0.8,-0.12,decrease
633,672.03,670,2.03,0.3,increase
634,530.73,530,0.73,0.14,increase
635,530.73,530,0.73,0.14,increase
636,534.67,535,-0.33,-0.06,decrease
637,518.17,520,-1.83,-0.35,decrease
638,534.67,535,-0.33,-0.06,decrease
639,435.4,435,0.4,0.09,increase
640,435.4,435,0.4,0.09,increase
641,444.37,445,-0.63,-0.14,decrease
642,427.8,430,-2.2,-0.51,decrease
643,800.33,800,0.33,0.04,increase
644,650.23,650,0.23,0.04,increase
645,650.23,650,0.23,0.04,increase
646,664.07,660,4.07,0.62,increase
647,674.27,670,4.27,0.64,increase
648,530.83,530,0.83,0.16,increase
649,530.83,530,0.83,0.16,increase
650,534.7,535,-0.3,-0.06,decrease
651,519.97,520,-0.03,-0.01,decrease
652,534.7,535,-0.3,-0.06,decrease
653,435.0,435,0.0,0.0,hold
654,435.0,435,0.0,0.0,hold
655,444.57,445,-0.43,-0.1,decrease
656,430.57,430,0.57,0.13,increase
657,801.7,800,1.7,0.21,increase
658,565.97,565,0.97,0.17,increase
659,565.97,565,0.97,0.17,increase
660,575.83,575,0.83,0.14,increase
661,585.23,580,5.23,0.9,increase
662,461.07,460,1.07,0.23,increase
663,461.07,460,1.07,0.23,increase
664,465.37,465,0.37,0.08,increase
665,456.27,455,1.27,0.28,increase
666,465.37,465,0.37,0.08,increase
667,381.43,380,1.43,0.38,increase
668,381.43,380,1.43,0.38,increase
669,386.03,385,1.03,0.27,increase
670,380.0,375,5.0,1.33,increase
671,688.5,695,-6.5,-0.94,decrease
672,566.4,565,1.4,0.25,increase
673,566.4,565,1.4,0.25,increase
674,575.63,575,0.63,0.11,increase
675,581.07,580,1.07,0.18,increase
676,460.3,460,0.3,0.07,increase
677,460.3,460,0.3,0.07,increase
678,464.93,465,-0.07,-0.01,decrease
679,453.0,455,-2.0,-0.44,decrease
680,464.93,465,-0.07,-0.01,decrease
681,380.13,380,0.13,0.04,increase
682,380.13,380,0.13,0.04,increase
683,384.37,385,-0.63,-0.16,decrease
684,376.67,375,1.67,0.44,increase
685,695.17,695,0.17,0.02,increase
686,455.0,455,0.0,0.0,hold
687,455.0,455,0.0,0.0,hold
688,459.77,460,-0.23,-0.05,decrease
689,464.9,465,-0.1,-0.02,decrease
690,370.0,370,0.0,0.0,hold
691,370.0,370,0.0,0.0,hold
692,375.0,375,0.0,0.0,hold
693,364.87,365,-0.13,-0.04,decrease
694,375.0,375,0.0,0.0,hold
695,305.0,305,0.0,0.0,hold
696,305.0,305,0.0,0.0,hold
697,310.0,310,0.0,0.0,hold
